bugfix_commit,filename,bic
7efcad44008154012c614bb5a4acbccc76947239,components\camel-github\src\main\java\org\apache\camel\component\github\consumer\CommitConsumer.java,f0f341e24b252a946bc3649d352072a44fa32c56
7efcad44008154012c614bb5a4acbccc76947239,components\camel-github\src\main\java\org\apache\camel\component\github\consumer\CommitConsumer.java,5a0e1aadf1949c0e729f085d42831e6731bc1c3e
0e24b14adaff44749d70cbcf2fa47eb199860653,components\camel-vertx-kafka\camel-vertx-kafka-component\src\main\java\org\apache\camel\component\vertx\kafka\VertxKafkaComponent.java,24f5f3c0f08e955f77a6307293ea499088d6eeeb
0e24b14adaff44749d70cbcf2fa47eb199860653,components\camel-vertx-kafka\camel-vertx-kafka-component\src\main\java\org\apache\camel\component\vertx\kafka\VertxKafkaComponent.java,333e6f13a744581b624091278ac75161716e0d43
6a1e9cf64ddf2bff4c7a3fb2213ebd482a4840b4,components\camel-salesforce\camel-salesforce-component\src\main\java\org\apache\camel\component\salesforce\api\dto\AbstractSObjectBase.java,fc2686c66387e7873d5986d71f351c17c79be724
cb33ca2d350b79e8290ffbbba645af49ad8be94a,dsl\camel-xml-io-dsl\src\main\java\org\apache\camel\dsl\xml\io\XmlRoutesBuilderLoader.java,0e49cc5e70527d37ab47c8da03f427ae2e6f89fd
1965e7402c72cee2950b1ac68cc9464a307564b1,core\camel-core-reifier\src\main\java\org\apache\camel\reifier\SetHeaderReifier.java,eb7d358e8029bcc1288d36fb7dd8d84a478078e8
1965e7402c72cee2950b1ac68cc9464a307564b1,core\camel-core-reifier\src\main\java\org\apache\camel\reifier\SetPropertyReifier.java,eb7d358e8029bcc1288d36fb7dd8d84a478078e8
e3ba7f7a8b88831f658c6b103a5e10eb1fc56fc9,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,7fbc59c4abde655cda26c54be6605e4c469a7c6a
46439085c445241c6ba25de198d9252e7922f2a4,components\camel-aws\camel-aws2-sqs\src\main\java\org\apache\camel\component\aws2\sqs\Sqs2Endpoint.java,7a9f7853eb2791c230f33180fd18eea2de4b2e45
7a9f7853eb2791c230f33180fd18eea2de4b2e45,components\camel-aws\camel-aws2-sqs\src\main\java\org\apache\camel\component\aws2\sqs\Sqs2Endpoint.java,cff4110270ee07a1bf3149ab058099ea73455e5d
0cccb190b042c2bfbd8f63ab22932072d7035d3d,components\camel-azure\camel-azure-storage-queue\src\main\java\org\apache\camel\component\azure\storage\queue\QueueConsumer.java,2af9bab2319a661cad967d40d70d24fbebc1803d
3f0c9afa0ee30e62f1aea8a6dd08412b8aadbb9b,components\camel-kafka\src\main\java\org\apache\camel\component\kafka\KafkaProducer.java,73913a9a1d65394743c30ffcb263cfa8dee980a7
3f0c9afa0ee30e62f1aea8a6dd08412b8aadbb9b,components\camel-kafka\src\main\java\org\apache\camel\component\kafka\KafkaProducer.java,4ea9e6c357371682b855d2d79655b41120331b7a
e75396f721955b2abf3be482c850963120f960b3,components\camel-cxf\src\main\java\org\apache\camel\component\cxf\CxfConsumer.java,543a1f3f0d0e782b1bd61d6d4e98b6b831746546
e75396f721955b2abf3be482c850963120f960b3,components\camel-cxf\src\main\java\org\apache\camel\component\cxf\CxfProducer.java,be48a6a79392986d29b44b751424d66d582539ba
3512e9b3fdea84bf1011da2b7f0d381b5b6b5235,components\camel-jsonpath\src\main\java\org\apache\camel\jsonpath\JsonPathEngine.java,0a3efe214aa6bb6b6e6c304444595f0ae30c72b3
8e495705481d3b48e9fdb3424fe75054ead6af36,components\camel-zipkin\src\main\java\org\apache\camel\zipkin\ZipkinState.java,7524e3b21552125ed23128434dc4020ec0a92294
8e495705481d3b48e9fdb3424fe75054ead6af36,components\camel-zipkin\src\main\java\org\apache\camel\zipkin\ZipkinState.java,6b05839e9d224f93ac9877c75b9ad8e646215ac3
8e495705481d3b48e9fdb3424fe75054ead6af36,components\camel-zipkin\src\main\java\org\apache\camel\zipkin\ZipkinState.java,4dc5b5e484381655e407c590239d4ed90a36b705
8e495705481d3b48e9fdb3424fe75054ead6af36,components\camel-zipkin\src\main\java\org\apache\camel\zipkin\ZipkinTracer.java,6b05839e9d224f93ac9877c75b9ad8e646215ac3
8e495705481d3b48e9fdb3424fe75054ead6af36,components\camel-zipkin\src\main\java\org\apache\camel\zipkin\ZipkinTracer.java,5adc23efa441d7a9b9e2cbae96a831a3c81a389f
9700b2caffc55c3b07414ce20a3faf5a59087815,components\camel-couchbase\src\main\java\org\apache\camel\component\couchbase\CouchbaseConsumer.java,2ae0cd8c24b35707d4cc40fd09310977cff57a68
9700b2caffc55c3b07414ce20a3faf5a59087815,components\camel-couchbase\src\main\java\org\apache\camel\component\couchbase\CouchbaseConsumer.java,025549c010e467d59ff52fde8f87e3daa0ae9cf1
9700b2caffc55c3b07414ce20a3faf5a59087815,components\camel-couchbase\src\main\java\org\apache\camel\component\couchbase\CouchbaseConsumer.java,e4c4d0e101f9a6677c4999dcc9560f16d6b88f94
9700b2caffc55c3b07414ce20a3faf5a59087815,components\camel-couchbase\src\main\java\org\apache\camel\component\couchbase\CouchbaseProducer.java,4ea9e6c357371682b855d2d79655b41120331b7a
9700b2caffc55c3b07414ce20a3faf5a59087815,components\camel-couchbase\src\main\java\org\apache\camel\component\couchbase\CouchbaseProducer.java,025549c010e467d59ff52fde8f87e3daa0ae9cf1
9700b2caffc55c3b07414ce20a3faf5a59087815,components\camel-couchbase\src\main\java\org\apache\camel\component\couchbase\CouchbaseProducer.java,695000151f7b2614a89953ce064faacb9228720f
9700b2caffc55c3b07414ce20a3faf5a59087815,components\camel-couchbase\src\main\java\org\apache\camel\component\couchbase\CouchbaseProducer.java,675fd0ae022f704380daaea6bdf698ffa9c9c0d8
9700b2caffc55c3b07414ce20a3faf5a59087815,components\camel-couchbase\src\main\java\org\apache\camel\component\couchbase\CouchbaseProducer.java,0f1f14fa972fd739a4db8614ff9a63361f9c0cb3
090cc1ef798cc1d4de3e4912340bb5edb7892005,core\camel-base\src\main\java\org\apache\camel\impl\converter\BaseTypeConverterRegistry.java,64c5464181f716a35f868c98bab991801c3bc6d9
64c5464181f716a35f868c98bab991801c3bc6d9,core\camel-base\src\main\java\org\apache\camel\impl\converter\BaseTypeConverterRegistry.java,10d62cca7a45e076def41ca4b973077df0326ad6
64c5464181f716a35f868c98bab991801c3bc6d9,core\camel-base\src\main\java\org\apache\camel\impl\converter\BaseTypeConverterRegistry.java,4ea9e6c357371682b855d2d79655b41120331b7a
b59b009c914e56e3b6942c06947726f6388ad824,components\camel-kafka\src\main\java\org\apache\camel\component\kafka\KafkaConsumer.java,8194f00f7e49b728e73c9d152b9a0972f0349e12
8194f00f7e49b728e73c9d152b9a0972f0349e12,components\camel-kafka\src\main\java\org\apache\camel\component\kafka\KafkaConsumer.java,f9b1a3da477ccb3989bc67f6aa8a10f344d6321a
f9b1a3da477ccb3989bc67f6aa8a10f344d6321a,components\camel-kafka\src\main\java\org\apache\camel\component\kafka\KafkaConsumer.java,73c674b54df5ff741939629abd4564583f98c199
73c674b54df5ff741939629abd4564583f98c199,components\camel-kafka\src\main\java\org\apache\camel\component\kafka\KafkaConsumer.java,4ea9e6c357371682b855d2d79655b41120331b7a
73c674b54df5ff741939629abd4564583f98c199,components\camel-kafka\src\main\java\org\apache\camel\component\kafka\KafkaConsumer.java,c1717123a1f3bf364127609ed7671f90df2d6432
73c674b54df5ff741939629abd4564583f98c199,components\camel-kafka\src\main\java\org\apache\camel\component\kafka\KafkaConsumer.java,2ae0cd8c24b35707d4cc40fd09310977cff57a68
73c674b54df5ff741939629abd4564583f98c199,components\camel-kafka\src\main\java\org\apache\camel\component\kafka\KafkaConsumer.java,25539afcfdf1966eaafc83b28657e6f410a5bc40
73c674b54df5ff741939629abd4564583f98c199,components\camel-kafka\src\main\java\org\apache\camel\component\kafka\KafkaConsumer.java,711ab31c29615deffe5b7fe3dc4ba1235cbd9979
be48a6a79392986d29b44b751424d66d582539ba,components\camel-cxf\src\main\java\org\apache\camel\component\cxf\CxfProducer.java,2ae0cd8c24b35707d4cc40fd09310977cff57a68
3305678a8ad055efa4afe5a16fc7cd12b6853b63,components\camel-minio\src\main\java\org\apache\camel\component\minio\MinioConsumer.java,22c7af563c067fc34c141da3de1338d7e37c3525
593b4614cf38b7da89357e9d35851d7d53584de9,components\camel-hystrix\src\main\java\org\apache\camel\component\hystrix\processor\HystrixProcessorCommand.java,906a612d3b59c4a36ad53d084b8cef3ba608cdc4
57bb48bac7a617d6b6f886cb7b1b9753ddbf21f3,components\camel-microprofile\camel-microprofile-fault-tolerance\src\main\java\org\apache\camel\component\microprofile\faulttolerance\FaultToleranceProcessor.java,9675f4b48a19820ce22c8138db8d13a94d523b17
57bb48bac7a617d6b6f886cb7b1b9753ddbf21f3,components\camel-microprofile\camel-microprofile-fault-tolerance\src\main\java\org\apache\camel\component\microprofile\faulttolerance\FaultToleranceProcessor.java,cf33280ab2e74400012f174a22afc76e474d9a0a
57bb48bac7a617d6b6f886cb7b1b9753ddbf21f3,components\camel-resilience4j\src\main\java\org\apache\camel\component\resilience4j\ResilienceProcessor.java,d9c0388397101376c2c198ec6cbb4d211185d028
6ff4429185a68546aee8c76ac76a6516b9e376a6,components\camel-resilience4j\src\main\java\org\apache\camel\component\resilience4j\ResilienceProcessor.java,9675f4b48a19820ce22c8138db8d13a94d523b17
6ff4429185a68546aee8c76ac76a6516b9e376a6,components\camel-resilience4j\src\main\java\org\apache\camel\component\resilience4j\ResilienceProcessor.java,cdaa7464242562e8ebfbd2792b50fae1775efa7e
da646026ca5004a29f33589bde7b24de287afb06,core\camel-util\src\main\java\org\apache\camel\util\FilePathResolver.java,13a2ced1629d8dcd17fec49137f5c71a46423db1
710bd5573152b73df203c52de40c2ab36f1881ba,core\camel-health\src\main\java\org\apache\camel\impl\health\HealthCheckRegistryRepository.java,e452a6acd7916fcf8c6234022f07b43f45621006
742c96fe8b7cc56860c2082697195155f8050008,core\camel-core-model\src\main\java\org\apache\camel\model\RouteTemplatesDefinition.java,4e0f33eb3fef8b465a5a13148035c40de4989f44
e02cb28f4b797561ce2b7580206ca26037dd86a7,components\camel-mail\src\main\java\org\apache\camel\component\mail\MailConsumer.java,4ea9e6c357371682b855d2d79655b41120331b7a
e02cb28f4b797561ce2b7580206ca26037dd86a7,components\camel-mail\src\main\java\org\apache\camel\component\mail\MailConsumer.java,ef62bfc784e848cba83ab6daf059e4135fa76a6d
e02cb28f4b797561ce2b7580206ca26037dd86a7,components\camel-mail\src\main\java\org\apache\camel\component\mail\MailConsumer.java,2ae0cd8c24b35707d4cc40fd09310977cff57a68
e02cb28f4b797561ce2b7580206ca26037dd86a7,components\camel-mail\src\main\java\org\apache\camel\component\mail\MailConsumer.java,054cae6eb3de2c91fd5115b9d7fc62e752d35da6
e02cb28f4b797561ce2b7580206ca26037dd86a7,components\camel-mail\src\main\java\org\apache\camel\component\mail\MailConsumer.java,45ab816bcb8cd708f8b45cea69e78a70d235a707
14cafe1d26f6b200da7540d9f0c30e43abfacc17,components\camel-http-common\src\main\java\org\apache\camel\http\common\DefaultHttpBinding.java,4ea9e6c357371682b855d2d79655b41120331b7a
14cafe1d26f6b200da7540d9f0c30e43abfacc17,components\camel-http-common\src\main\java\org\apache\camel\http\common\DefaultHttpBinding.java,e51b7f8d9320072a64f60a23836c7ce15ffb45e7
14cafe1d26f6b200da7540d9f0c30e43abfacc17,components\camel-http-common\src\main\java\org\apache\camel\http\common\DefaultHttpBinding.java,1cfaada4906a96a58a3ed3e1cac2daa970d88e53
376a610918efd1b36bea0a18df0d696d7a1a708b,components\camel-http-base\src\main\java\org\apache\camel\http\base\HttpSendDynamicAware.java,0c0f70cdda4cccd27c5bb00f0dca4e103bf5ac5e
376a610918efd1b36bea0a18df0d696d7a1a708b,components\camel-http-base\src\main\java\org\apache\camel\http\base\HttpSendDynamicAware.java,cd31d93f646d79ca411b287b80dde206288d9775
ac7ec15f8e1908c9527269329cde6811e68a4491,components\camel-mail\src\main\java\org\apache\camel\dataformat\mime\multipart\MimeMultipartDataFormat.java,08aa98f8bc771b7edf2a51978c94835d0cd3624c
e7926586383412d1049bb559d10947f58f73dedb,core\camel-xml-jaxp\src\main\java\org\apache\camel\language\xtokenizer\XMLTokenExpressionIterator.java,de56e0bddfaa007e6c224ed5a7e5abb085a95cc6
e7926586383412d1049bb559d10947f58f73dedb,core\camel-xml-jaxp\src\main\java\org\apache\camel\language\xtokenizer\XMLTokenExpressionIterator.java,61a0ec8e85fa10afc59cf1d525a06e3042835740
e7926586383412d1049bb559d10947f58f73dedb,core\camel-xml-jaxp\src\main\java\org\apache\camel\language\xtokenizer\XMLTokenExpressionIterator.java,a56c550703076a65ee957f6e2edd3bbb17536362
e7926586383412d1049bb559d10947f58f73dedb,core\camel-xml-jaxp\src\main\java\org\apache\camel\language\xtokenizer\XMLTokenExpressionIterator.java,722a99a8a9ed584dfef8973dd2c15464ba8b04e1
e7926586383412d1049bb559d10947f58f73dedb,core\camel-xml-jaxp\src\main\java\org\apache\camel\language\xtokenizer\XMLTokenExpressionIterator.java,1cfaada4906a96a58a3ed3e1cac2daa970d88e53
b637bcfbdcf1aa1edbcba21430c1c850a65d89af,components\camel-file\src\main\java\org\apache\camel\component\file\FileOperations.java,c1aefeb090bcc9e7600d6e96abf9e59c09c87553
b637bcfbdcf1aa1edbcba21430c1c850a65d89af,components\camel-ftp\src\main\java\org\apache\camel\component\file\remote\SftpOperations.java,6b0324b2286904bdbefcdd1ca32a51749c923f6b
2a6df30e1f34d8fc4f5b96c535df022f494f3e69,components\camel-mongodb\src\main\java\org\apache\camel\component\mongodb\MongoAbstractConsumerThread.java,43e863e7320d6cc5b10c9ba245c662389ad72b4b
2a6df30e1f34d8fc4f5b96c535df022f494f3e69,components\camel-mongodb\src\main\java\org\apache\camel\component\mongodb\MongoDbChangeStreamsThread.java,43e863e7320d6cc5b10c9ba245c662389ad72b4b
a382da52dd308947e9fd465fe827767c2a655d85,core\camel-base-engine\src\main\java\org\apache\camel\impl\engine\MDCUnitOfWork.java,92ef9616a95a52e198cf959a7fe3d7ad9ca4b521
a382da52dd308947e9fd465fe827767c2a655d85,core\camel-core-processor\src\main\java\org\apache\camel\processor\MulticastProcessor.java,e1c93a38abf6ad225f5b64c0bc768e1e134f8543
5f3dcf4087e17ffa9fd8ae08b2bbf50bdcb2c90d,core\camel-base-engine\src\main\java\org\apache\camel\impl\engine\AutowiredLifecycleStrategy.java,6a6c39afe79844b99ef9ab5b5fac7cf69f4ac4f2
e5824f6aecee646e5eb47b87780b6824d0456962,core\camel-core-processor\src\main\java\org\apache\camel\processor\MulticastProcessor.java,bec6a453b456e11f30c1ddf9502ef67ff1b896a1
e5824f6aecee646e5eb47b87780b6824d0456962,core\camel-core-processor\src\main\java\org\apache\camel\processor\MulticastProcessor.java,0b185d12d9436acda7f2160594cd27e2c10cb3b1
bec6a453b456e11f30c1ddf9502ef67ff1b896a1,core\camel-core-processor\src\main\java\org\apache\camel\processor\MulticastProcessor.java,0b185d12d9436acda7f2160594cd27e2c10cb3b1
41f580f720b042419d877c2e4aac07fecfebf7d9,components\camel-resilience4j\src\main\java\org\apache\camel\component\resilience4j\ResilienceProcessor.java,d9c0388397101376c2c198ec6cbb4d211185d028
41f580f720b042419d877c2e4aac07fecfebf7d9,components\camel-resilience4j\src\main\java\org\apache\camel\component\resilience4j\ResilienceProcessor.java,cdaa7464242562e8ebfbd2792b50fae1775efa7e
41f580f720b042419d877c2e4aac07fecfebf7d9,components\camel-resilience4j\src\main\java\org\apache\camel\component\resilience4j\ResilienceReifier.java,87be48b102cb0ae72fcbbd2524f9f069e75c7cc3
41f580f720b042419d877c2e4aac07fecfebf7d9,core\camel-core-model\src\main\java\org\apache\camel\model\Resilience4jConfigurationDefinition.java,b85550fe4ff8aa9eb48303c8eec47f780ec76584
5999704e8ff7b39c94fbf63da995d9aa6e9836fa,core\camel-core-processor\src\main\java\org\apache\camel\processor\MulticastProcessor.java,7e238de7f4a9015254ef12d3ba31ac7cf3c556b1
5999704e8ff7b39c94fbf63da995d9aa6e9836fa,core\camel-core-processor\src\main\java\org\apache\camel\processor\MulticastProcessor.java,0b185d12d9436acda7f2160594cd27e2c10cb3b1
a55ab3c50239a0b40d29d3e541d44e71d62e4466,components\camel-ldap\src\main\java\org\apache\camel\component\ldap\LdapEndpoint.java,fe823e345c185ad4e46fe74afa5353f13e81b146
51daa2c7946e8ea6e9595c5ad33150b1d643f942,components\camel-aws\camel-aws2-s3\src\main\java\org\apache\camel\component\aws2\s3\AWS2S3Component.java,4ea9e6c357371682b855d2d79655b41120331b7a
efd310191c0a26ba58ea44fa883a5ddc4b2b0bdd,core\camel-main\src\main\java\org\apache\camel\main\MainHelper.java,3cb659073b29c43841a082b5ef6bab0c4b9ff036
efd310191c0a26ba58ea44fa883a5ddc4b2b0bdd,tooling\maven\camel-package-maven-plugin\src\main\java\org\apache\camel\maven\packaging\UpdateMainHelper.java,3cb659073b29c43841a082b5ef6bab0c4b9ff036
3cb659073b29c43841a082b5ef6bab0c4b9ff036,core\camel-main\src\main\java\org\apache\camel\main\BaseMainSupport.java,4ea9e6c357371682b855d2d79655b41120331b7a
3cb659073b29c43841a082b5ef6bab0c4b9ff036,core\camel-main\src\main\java\org\apache\camel\main\MainHelper.java,8be2376ba1ff984a20fbc5bfefa762c3508289dd
c52152eb1d9076059ce425f31bccd6e367141542,components\camel-spring-ws\src\main\java\org\apache\camel\component\spring\ws\filter\impl\BasicMessageFilter.java,8f905801c0e00f4c7946631a1e443b8412abf8fb
f81ba83d9e76daca35b0e3e4b1b0174c2b64cfb8,components\camel-kafka\src\main\java\org\apache\camel\component\kafka\KafkaConsumer.java,25539afcfdf1966eaafc83b28657e6f410a5bc40
3de21e8df16471ec018b727294dc66675dd55573,core\camel-base-engine\src\main\java\org\apache\camel\impl\engine\CamelInternalProcessor.java,fb15fdee4b48d1cc9f8e8db6abf4048da4558308
3de21e8df16471ec018b727294dc66675dd55573,core\camel-base-engine\src\main\java\org\apache\camel\impl\engine\CamelInternalProcessor.java,ee5a18c8b4989ce2933203c47220830c9c7a8a82
6659cc72f9ddab83ab635002745e1b6b86c271a7,components\camel-openapi-java\src\main\java\org\apache\camel\openapi\RestOpenApiReader.java,793bce17d12aee030fc230103f6d3c984578850d
9bc10ec094d16d76c864ba719998b9ca0104e837,components\camel-azure-storage-datalake\src\main\java\org\apache\camel\component\azure\storage\datalake\client\DataLakeFileClientWrapper.java,b6bf2b7f204946104353c9ed665c153a2449edbd
33b12f9d028096d1b5074d484d75b2ef8770f32e,components\camel-servicenow\camel-servicenow-maven-plugin\src\main\java\org\apache\camel\maven\CamelServiceNowGenerateMojo.java,109da7c9a62cf6e0b6fcf027cc82d99310843c4e
7507f556c1bddffa9cc4249609fc96a4217865f2,core\camel-core-model\src\main\java\org\apache\camel\model\ProcessorDefinition.java,fed5ab34eefbf00a59ab9ea2403b0df4070e311b
7507f556c1bddffa9cc4249609fc96a4217865f2,core\camel-core-model\src\main\java\org\apache\camel\model\ProcessorDefinition.java,4ea9e6c357371682b855d2d79655b41120331b7a
a5354770799405f26e5b8258027b0e2243993f32,components\camel-vertx-common\src\main\java\org\apache\camel\component\vertx\common\VertxBufferConverter.java,b30992e145a2d7669dfecf1c98f4549727692f94
e00d2905c47c9265125553e34bd4a4d0599990be,core\camel-endpointdsl\src\main\java\org\apache\camel\builder\endpoint\AbstractEndpointBuilder.java,cb13dd8e87b58e3b40a912f5afdff0e540fccb25
e497667145102fcfe9e9c32eb3ace4ac61acf53b,components\camel-jetty\src\main\java\org\apache\camel\component\jetty9\AttachmentHttpBinding.java,65297efc0f1dc1379b61212247646c547df17a47
f3199fc1804f98ef47d0ad51134c480f6949ffa5,components\camel-azure-storage-blob\src\main\java\org\apache\camel\component\azure\storage\blob\BlobStreamAndLength.java,2fc0719b9ed954d151b075a4f7185f92d534b37b
f3199fc1804f98ef47d0ad51134c480f6949ffa5,components\camel-azure-storage-blob\src\main\java\org\apache\camel\component\azure\storage\blob\BlobUtils.java,4ea9e6c357371682b855d2d79655b41120331b7a
f3199fc1804f98ef47d0ad51134c480f6949ffa5,components\camel-azure-storage-blob\src\main\java\org\apache\camel\component\azure\storage\blob\BlobUtils.java,b18221c52234b872f17d297089bae171bc0edf8f
fea7e8bac69a3cd6d05f34f4b65dbb692c061386,components\camel-netty\src\main\java\org\apache\camel\component\netty\NettyProducer.java,86c201d0b97ba204461de565c1ef54516fc9ddc5
e48fcd602622bc2dc59ce17faf7900bf3340a1c6,components\camel-cbor\src\main\java\org\apache\camel\component\cbor\CBORDataFormat.java,2ae0cd8c24b35707d4cc40fd09310977cff57a68
e48fcd602622bc2dc59ce17faf7900bf3340a1c6,components\camel-cbor\src\main\java\org\apache\camel\component\cbor\CBORDataFormat.java,3f4ed8de511d98d7288b0a1caff05d77d3fa8ae5
e48fcd602622bc2dc59ce17faf7900bf3340a1c6,components\camel-cbor\src\main\java\org\apache\camel\component\cbor\CBORDataFormat.java,4ea9e6c357371682b855d2d79655b41120331b7a
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,884e86e334511e9402083c86586e1cc83b1a3299
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,3a5d2e03dc79bc0bdbbb02bc9f4325df37ff521a
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,b71253e1e89939570de910f76008f666b211fbc5
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,d61ffbdc0f3efcbb0f188a3968e3e8ceeab08450
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,c48b7d57e3a5cecfcaed1a295cc019542f120f25
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,0eb1545bdb10ecbffe456365987a7f6338820f67
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,c8b48628cad8bc6033eea7ed775e048c3161b4ce
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,30be2c5613a635eaf9ec21d36cac0b9009ea1ca2
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,4d521ae862e9ace51d4d9e893679a9c37ae0c47d
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,4ea9e6c357371682b855d2d79655b41120331b7a
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,6cf136a9bb25389df8db751c688fc14e7b491a50
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,f922a139e9b50f2e072a72d1528fda2c319188f0
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,b93083465de2b4e5326aeba18780068aff56f5bb
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,7c6de4875248d5562beecd4bf7b75bf3eb17f062
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,616a9096abd08e5b48ef04fff7a9b3a292317d89
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,dda7ca31d822315f574f588ab1fdd7fccf0562ca
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,6cc102241f781d8d59bf47127f1974d028735f85
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,9cfd309625f2d83d9c9f85b6e1aa93e0ef3c7631
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,a7c781596e06753c688af9cc54c34c184f600611
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,0aaec490e401ef326e8afb3d6b1a7ffeb8d4ef50
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,e14c663577cd49a6d81ec04d46cdfda377dd4e9e
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,db0682f1e4384e8025557358f5f193ae706ddbde
7fbc59c4abde655cda26c54be6605e4c469a7c6a,components\camel-sql\src\main\java\org\apache\camel\component\sql\SqlProducer.java,6775b9edc56396f63e83f8d2e116a0ccb1b4fb12
7163c101e5a178b2c36335857a57c25ff6e16546,core\camel-core-model\src\main\java\org\apache\camel\model\RoutesDefinition.java,bc8d54a0641cb41f18b68fee6ea0697442cd281a
